date,close,high,low,open
04/13/20.04.2020__00:00__AM,273.25,273.7,265.83,268.31
04/14/20.04.2020__00:00__AM,287.05,288.25,278.05,280.0
04/15/20.04.2020__00:00__AM,284.43,286.33,280.63,282.4
04/16/20.04.2020__00:00__AM,286.69,288.1975,282.3502,287.38
04/17/20.04.2020__00:00__AM,282.8,286.945,276.86,284.69
04/20/20.04.2020__00:00__AM,276.93,281.68,276.85,277.95
04/21/20.04.2020__00:00__AM,268.37,277.25,265.43,276.28
04/22/20.04.2020__00:00__AM,276.1,277.9,272.2,273.61
04/23/20.04.2020__00:00__AM,275.03,281.75,274.87,275.87
04/24/20.04.2020__00:00__AM,282.97,283.01,277.0,277.2
04/27/20.04.2020__00:00__AM,283.17,284.54,279.95,281.8
04/28/20.04.2020__00:00__AM,278.58,285.83,278.2,285.08
04/29/20.04.2020__00:00__AM,287.73,289.67,283.89,284.73
04/30/20.04.2020__00:00__AM,293.8,294.53,288.35,289.96
05/01/20.05.2020__00:00__AM,289.07,299.0,285.85,286.25
05/04/20.05.2020__00:00__AM,293.16,293.69,286.3172,289.17
05/05/20.05.2020__00:00__AM,297.56,301.0,294.46,295.06
05/06/20.05.2020__00:00__AM,300.63,303.24,298.87,300.46
05/07/20.05.2020__00:00__AM,303.74,305.17,301.97,303.22
05/08/20.05.2020__00:00__AM,310.13,310.35,304.29,305.64
05/11/20.05.2020__00:00__AM,315.01,317.05,307.24,308.1
05/12/20.05.2020__00:00__AM,311.41,319.688,310.91,317.83
05/13/20.05.2020__00:00__AM,307.65,315.95,303.21,312.15
05/14/20.05.2020__00:00__AM,309.54,309.79,301.53,304.51
05/15/20.05.2020__00:00__AM,307.71,307.9,300.21,300.35
05/18/20.05.2020__00:00__AM,314.96,316.5,310.3241,313.17
05/19/20.05.2020__00:00__AM,313.14,318.52,313.01,315.03
05/20/20.05.2020__00:00__AM,319.23,319.52,316.2,316.68
05/21/20.05.2020__00:00__AM,316.85,320.89,315.87,318.66
05/22/20.05.2020__00:00__AM,318.89,319.23,315.35,315.77
